Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
Smoke,,,,2022-11-30 12:57:22,2022-11-30 12:58:06,43.998s,FAILED
,,,,,,,
Test Cases/Smoke/TC_001,,,,2022-11-30 12:57:22,2022-11-30 12:58:04,41.842s,FAILED
"startExistingApplication(""com.spotlove.releaseproduction"", STOP_ON_FAILURE)",,,,2022-11-30 12:57:23,2022-11-30 12:58:04,41.377s,FAILED
,,,,,,,
Test Cases/Smoke/TC_002 Onboard,,,,2022-11-30 12:58:04,2022-11-30 12:58:05,0.800s,FAILED
"callTestCase(findTestCase(""Test Cases/Smoke/LookUp For Onboard/Tap on I agree button""), null, STOP_ON_FAILURE)",,,,2022-11-30 12:58:05,2022-11-30 12:58:05,0.401s,FAILED
,,,,,,,
Test Cases/Smoke/TC_003 Home,,,,2022-11-30 12:58:05,2022-11-30 12:58:06,0.860s,FAILED
"callTestCase(findTestCase(""Test Cases/Smoke/LookUps For Home/Home Flow""), null, STOP_ON_FAILURE)",,,,2022-11-30 12:58:05,2022-11-30 12:58:06,0.656s,FAILED
