Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
SpotLove Sanity,,,,2022-06-17 15:56:58,2022-06-17 15:57:38,40.084s,PASSED
,,,,,,,
Test Cases/testing/intro 1,,,,2022-06-17 15:56:59,2022-06-17 15:57:23,24.335s,PASSED
"startExistingApplication(""com.spotlove.releaseproduction"", STOP_ON_FAILURE)",,,,2022-06-17 15:56:59,2022-06-17 15:57:14,14.942s,PASSED
"if (waitForElementPresent(hearticon, 30))",,,,2022-06-17 15:57:14,2022-06-17 15:57:23,8.593s,PASSED
,,,,,,,
Test Cases/testing/intro 2,,,,2022-06-17 15:57:23,2022-06-17 15:57:25,2.193s,PASSED
"if (waitForElementPresent(hearticon, 30))",,,,2022-06-17 15:57:23,2022-06-17 15:57:25,1.669s,PASSED
,,,,,,,
Test Cases/testing/intro 3,,,,2022-06-17 15:57:25,2022-06-17 15:57:27,2.241s,PASSED
"if (waitForElementPresent(hearticon, 30))",,,,2022-06-17 15:57:26,2022-06-17 15:57:27,1.736s,PASSED
,,,,,,,
Test Cases/testing/Use Phone Number screen,,,,2022-06-17 15:57:27,2022-06-17 15:57:29,1.770s,PASSED
"if (waitForElementPresent(logo, 30))",,,,2022-06-17 15:57:28,2022-06-17 15:57:29,1.482s,PASSED
,,,,,,,
Test Cases/testing/Enter Phone Number,,,,2022-06-17 15:57:29,2022-06-17 15:57:38,9.249s,PASSED
"if (waitForElementPresent(Back, 30))",,,,2022-06-17 15:57:30,2022-06-17 15:57:38,8.687s,PASSED
