Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
SpotLove Sanity,,,,2022-06-16 14:25:39,2022-06-16 14:28:26,2m - 46.778s,FAILED
,,,,,,,
Test Cases/testing/intro 1,,,,2022-06-16 14:25:39,2022-06-16 14:26:05,25.351s,PASSED
"startExistingApplication(""com.spotlove.releaseproduction"", STOP_ON_FAILURE)",,,,2022-06-16 14:25:40,2022-06-16 14:25:56,16.094s,PASSED
"if (waitForElementPresent(hearticon, 30))",,,,2022-06-16 14:25:56,2022-06-16 14:26:05,8.557s,PASSED
,,,,,,,
Test Cases/testing/intro 2,,,,2022-06-16 14:26:05,2022-06-16 14:26:07,2.176s,PASSED
"if (waitForElementPresent(hearticon, 30))",,,,2022-06-16 14:26:05,2022-06-16 14:26:07,1.684s,PASSED
,,,,,,,
Test Cases/testing/intro 3,,,,2022-06-16 14:26:07,2022-06-16 14:26:09,2.299s,PASSED
"if (waitForElementPresent(hearticon, 30))",,,,2022-06-16 14:26:07,2022-06-16 14:26:09,1.903s,PASSED
,,,,,,,
Test Cases/testing/Use Phone Number screen,,,,2022-06-16 14:26:09,2022-06-16 14:26:11,1.765s,PASSED
"if (waitForElementPresent(logo, 30))",,,,2022-06-16 14:26:09,2022-06-16 14:26:11,1.485s,PASSED
,,,,,,,
Test Cases/testing/Enter Phone Number,,,,2022-06-16 14:27:52,2022-06-16 14:28:26,33.514s,FAILED
"if (waitForElementPresent(Back, 30))",,,,2022-06-16 14:27:52,2022-06-16 14:28:26,33.367s,PASSED
