Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
Smoke,,,,2022-12-05 13:43:19,2022-12-05 13:45:50,2m - 31.437s,ERROR
,,,,,,,
Test Cases/Smoke/TC_001,,,,2022-12-05 13:43:19,2022-12-05 13:45:03,1m - 43.703s,PASSED
Start listener action : sampleBeforeTestCase,,,,2022-12-05 13:43:19,2022-12-05 13:43:19,0.010s,PASSED
"startExistingApplication(""com.spotlove.releaseproduction"", STOP_ON_FAILURE)",,,,2022-12-05 13:43:20,2022-12-05 13:43:35,15.113s,PASSED
"check_image = findTestObject(""Object Repository/Smoke/Verify Login Sign Up/Intro screen image"")",,,,2022-12-05 13:43:35,2022-12-05 13:43:35,0.040s,PASSED
"if (waitForElementPresent(check_image, 10))",,,,2022-12-05 13:43:35,2022-12-05 13:45:03,1m - 28.129s,PASSED
Start listener action : sampleAfterTestCase,,,,2022-12-05 13:45:03,2022-12-05 13:45:03,0.002s,PASSED
,,,,,,,
Test Cases/Smoke/TC_002 Onboard,,,,2022-12-05 13:45:03,2022-12-05 13:45:50,47.367s,ERROR
Start listener action : sampleBeforeTestCase,,,,2022-12-05 13:45:03,2022-12-05 13:45:03,0.001s,PASSED
"callTestCase(findTestCase(""Test Cases/Smoke/LookUp For Onboard/Tap on I agree button""), null, STOP_ON_FAILURE)",,,,2022-12-05 13:45:03,2022-12-05 13:45:04,0.859s,PASSED
"callTestCase(findTestCase(""Test Cases/Smoke/LookUp For Onboard/Tap continue btn on source screen""), null, STOP_ON_FAILURE)",,,,2022-12-05 13:45:04,2022-12-05 13:45:06,1.553s,PASSED
"callTestCase(findTestCase(""Test Cases/Smoke/LookUp For Onboard/Enter First Name and continue""), [""FName"":FName], STOP_ON_FAILURE)",,,,2022-12-05 13:45:06,2022-12-05 13:45:09,2.900s,PASSED
"callTestCase(findTestCase(""Test Cases/Smoke/LookUp For Onboard/Tap Continue button on birth screen""), null, STOP_ON_FAILURE)",,,,2022-12-05 13:45:09,2022-12-05 13:45:17,8.358s,PASSED
"callTestCase(findTestCase(""Test Cases/Smoke/LookUp For Onboard/Tap Continue on Gender Screen""), [""Gender"":Gender], STOP_ON_FAILURE)",,,,2022-12-05 13:45:17,2022-12-05 13:45:20,2.866s,PASSED
"callTestCase(findTestCase(""Test Cases/Smoke/LookUp For Onboard/Tap continue on Into Screen""), [""Into"":Into], STOP_ON_FAILURE)",,,,2022-12-05 13:45:20,2022-12-05 13:45:50,30.506s,ERROR
Start listener action : sampleAfterTestCase,,,,2022-12-05 13:45:50,2022-12-05 13:45:50,0.001s,PASSED
