Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
SpotLove Sanity,,,,2022-06-17 15:43:15,2022-06-17 15:44:25,1m - 9.693s,PASSED
,,,,,,,
Test Cases/testing/intro 1,,,,2022-06-17 15:43:16,2022-06-17 15:43:41,24.967s,PASSED
"startExistingApplication(""com.spotlove.releaseproduction"", STOP_ON_FAILURE)",,,,2022-06-17 15:43:17,2022-06-17 15:43:32,15.580s,PASSED
"if (waitForElementPresent(hearticon, 30))",,,,2022-06-17 15:43:32,2022-06-17 15:43:41,8.426s,PASSED
,,,,,,,
Test Cases/testing/intro 2,,,,2022-06-17 15:43:41,2022-06-17 15:43:43,2.227s,PASSED
"if (waitForElementPresent(hearticon, 30))",,,,2022-06-17 15:43:41,2022-06-17 15:43:43,1.585s,PASSED
,,,,,,,
Test Cases/testing/intro 3,,,,2022-06-17 15:43:43,2022-06-17 15:43:45,2.298s,PASSED
"if (waitForElementPresent(hearticon, 30))",,,,2022-06-17 15:43:44,2022-06-17 15:43:45,1.796s,PASSED
,,,,,,,
Test Cases/testing/Use Phone Number screen,,,,2022-06-17 15:43:45,2022-06-17 15:43:47,1.759s,PASSED
"if (waitForElementPresent(logo, 30))",,,,2022-06-17 15:43:46,2022-06-17 15:43:47,1.423s,PASSED
,,,,,,,
Test Cases/testing/Enter Phone Number,,,,2022-06-17 15:44:19,2022-06-17 15:44:25,6.341s,PASSED
"if (waitForElementPresent(Back, 30))",,,,2022-06-17 15:44:19,2022-06-17 15:44:25,5.920s,PASSED
