Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
SpotLove Sanity,,,,2022-06-17 15:35:12,2022-06-17 15:35:47,35.611s,PASSED
,,,,,,,
Test Cases/testing/intro 1,,,,2022-06-17 15:35:12,2022-06-17 15:35:36,24.282s,PASSED
"startExistingApplication(""com.spotlove.releaseproduction"", STOP_ON_FAILURE)",,,,2022-06-17 15:35:12,2022-06-17 15:35:28,15.175s,PASSED
"if (waitForElementPresent(hearticon, 30))",,,,2022-06-17 15:35:28,2022-06-17 15:35:36,8.482s,PASSED
,,,,,,,
Test Cases/testing/intro 2,,,,2022-06-17 15:35:36,2022-06-17 15:35:38,2.111s,PASSED
"if (waitForElementPresent(hearticon, 30))",,,,2022-06-17 15:35:37,2022-06-17 15:35:38,1.606s,PASSED
,,,,,,,
Test Cases/testing/intro 3,,,,2022-06-17 15:35:38,2022-06-17 15:35:40,2.229s,PASSED
"if (waitForElementPresent(hearticon, 30))",,,,2022-06-17 15:35:39,2022-06-17 15:35:40,1.837s,PASSED
,,,,,,,
Test Cases/testing/Use Phone Number screen,,,,2022-06-17 15:35:40,2022-06-17 15:35:42,1.695s,PASSED
"if (waitForElementPresent(logo, 30))",,,,2022-06-17 15:35:41,2022-06-17 15:35:42,1.401s,PASSED
,,,,,,,
Test Cases/testing/Enter Phone Number,,,,2022-06-17 15:35:42,2022-06-17 15:35:47,5.037s,PASSED
"if (waitForElementPresent(Back, 30))",,,,2022-06-17 15:35:43,2022-06-17 15:35:47,4.623s,PASSED
