Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
Smoke,,,,2022-11-25 15:31:48,2022-11-25 15:34:24,2m - 36.313s,ERROR
,,,,,,,
Test Cases/Smoke/TC_001,,,,2022-11-25 15:31:48,2022-11-25 15:32:57,1m - 8.704s,PASSED
"startExistingApplication(""com.spotlove.releaseproduction"", STOP_ON_FAILURE)",,,,2022-11-25 15:31:48,2022-11-25 15:32:01,13.084s,PASSED
"callTestCase(findTestCase(""Test Cases/Smoke/LookUps For Sign IN UP/Screen1_Intro Screens""), null, STOP_ON_FAILURE)",,,,2022-11-25 15:32:01,2022-11-25 15:32:09,7.407s,PASSED
"callTestCase(findTestCase(""Test Cases/Smoke/LookUps For Sign IN UP/Screen2_Welcome Screen""), null, STOP_ON_FAILURE)",,,,2022-11-25 15:32:09,2022-11-25 15:32:10,1.371s,PASSED
"callTestCase(findTestCase(""Test Cases/Smoke/LookUps For Sign IN UP/Screen3_Phone Number (Enter number)""), [""CName"":CName, ""PNumber"":PNumber], STOP_ON_FAILURE)",,,,2022-11-25 15:32:10,2022-11-25 15:32:27,17.374s,PASSED
"callTestCase(findTestCase(""Test Cases/Smoke/LookUps For Sign IN UP/Screen4_OTP""), null, STOP_ON_FAILURE)",,,,2022-11-25 15:32:27,2022-11-25 15:32:57,29.180s,PASSED
,,,,,,,
Test Cases/Smoke/TC_002 Onboard,,,,2022-11-25 15:32:57,2022-11-25 15:34:12,1m - 15.142s,ERROR
"callTestCase(findTestCase(""Test Cases/Smoke/LookUp For Onboard/Tap on I agree button""), null, STOP_ON_FAILURE)",,,,2022-11-25 15:32:57,2022-11-25 15:33:02,5.490s,PASSED
"callTestCase(findTestCase(""Test Cases/Smoke/LookUp For Onboard/Tap continue btn on source screen""), null, STOP_ON_FAILURE)",,,,2022-11-25 15:33:02,2022-11-25 15:33:03,0.508s,PASSED
"callTestCase(findTestCase(""Test Cases/Smoke/LookUp For Onboard/Enter First Name and continue""), [""FName"":FName], STOP_ON_FAILURE)",,,,2022-11-25 15:33:03,2022-11-25 15:33:06,2.677s,PASSED
"callTestCase(findTestCase(""Test Cases/Smoke/LookUp For Onboard/Tap Continue button on birth screen""), null, STOP_ON_FAILURE)",,,,2022-11-25 15:33:06,2022-11-25 15:33:13,6.977s,PASSED
"callTestCase(findTestCase(""Test Cases/Smoke/LookUp For Onboard/Tap Continue on Gender Screen""), [""Gender"":Gender], STOP_ON_FAILURE)",,,,2022-11-25 15:33:13,2022-11-25 15:33:15,2.033s,PASSED
"callTestCase(findTestCase(""Test Cases/Smoke/LookUp For Onboard/Tap continue on Into Screen""), [""Into"":Into], STOP_ON_FAILURE)",,,,2022-11-25 15:33:15,2022-11-25 15:33:16,1.655s,PASSED
"callTestCase(findTestCase(""Test Cases/Smoke/LookUp For Onboard/Tap to continue btn n Height screen""), null, STOP_ON_FAILURE)",,,,2022-11-25 15:33:16,2022-11-25 15:33:18,1.799s,PASSED
"callTestCase(findTestCase(""Test Cases/Smoke/LookUp For Onboard/Tap to Continue on Ethnicity Screen""), [""Ethnicity"":Ethnicity], STOP_ON_FAILURE)",,,,2022-11-25 15:33:18,2022-11-25 15:33:21,2.723s,PASSED
"callTestCase(findTestCase(""Test Cases/Smoke/LookUp For Onboard/Tap to continue on Religion Screen""), [""Religion"":Religion], STOP_ON_FAILURE)",,,,2022-11-25 15:33:21,2022-11-25 15:33:24,2.833s,PASSED
"callTestCase(findTestCase(""Test Cases/Smoke/LookUp For Onboard/Tap to continue on Relationship Screen""), [""Relationship"":Relationship], STOP_ON_FAILURE)",,,,2022-11-25 15:33:24,2022-11-25 15:33:26,2.689s,PASSED
"callTestCase(findTestCase(""Test Cases/Smoke/LookUp For Onboard/Tap to Continue on Family Plan""), [""Children"":Children, ""Plan"":Plan], STOP_ON_FAILURE)",,,,2022-11-25 15:33:26,2022-11-25 15:33:28,1.911s,PASSED
"callTestCase(findTestCase(""Test Cases/Smoke/LookUp For Onboard/Tap to Continue on Education Screen""), [""Education"":Education], STOP_ON_FAILURE)",,,,2022-11-25 15:33:28,2022-11-25 15:33:31,2.890s,PASSED
"callTestCase(findTestCase(""Test Cases/Smoke/LookUp For Onboard/Tap to continue on Vices Screen""), [""Smoking"":Smoking, ""Marijuana"":Marijuana, ""Alcohol"":Alcohol], STOP_ON_FAILURE)",,,,2022-11-25 15:33:31,2022-11-25 15:34:12,40.664s,ERROR
,,,,,,,
Test Cases/Smoke/TC_002 Onboard,,,,2022-11-25 15:34:12,2022-11-25 15:34:18,5.938s,FAILED
"callTestCase(findTestCase(""Test Cases/Smoke/LookUp For Onboard/Tap on I agree button""), null, STOP_ON_FAILURE)",,,,2022-11-25 15:34:12,2022-11-25 15:34:18,5.927s,FAILED
,,,,,,,
Test Cases/Smoke/TC_002 Onboard,,,,2022-11-25 15:34:18,2022-11-25 15:34:24,5.972s,FAILED
"callTestCase(findTestCase(""Test Cases/Smoke/LookUp For Onboard/Tap on I agree button""), null, STOP_ON_FAILURE)",,,,2022-11-25 15:34:18,2022-11-25 15:34:24,5.963s,FAILED
