Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
SpotLove Sanity,,,,2022-06-20 16:09:28,2022-06-20 16:09:38,10.184s,FAILED
,,,,,,,
Test Cases/testing/intro 1,,,,2022-06-20 16:09:30,2022-06-20 16:09:30,0.294s,FAILED
"startExistingApplication(""com.spotlove.releaseproduction"", STOP_ON_FAILURE)",,,,2022-06-20 16:09:30,2022-06-20 16:09:30,0.007s,FAILED
,,,,,,,
Test Cases/testing/intro 2,,,,2022-06-20 16:09:31,2022-06-20 16:09:31,0.202s,FAILED
"if (waitForElementPresent(hearticon, 30))",,,,2022-06-20 16:09:31,2022-06-20 16:09:31,0.002s,PASSED
,,,,,,,
Test Cases/testing/intro 3,,,,2022-06-20 16:09:32,2022-06-20 16:09:32,0.190s,FAILED
"if (waitForElementPresent(hearticon, 30))",,,,2022-06-20 16:09:32,2022-06-20 16:09:32,0.002s,PASSED
,,,,,,,
Test Cases/testing/Use Phone Number screen,,,,2022-06-20 16:09:33,2022-06-20 16:09:33,0.100s,FAILED
"if (waitForElementPresent(logo, 30))",,,,2022-06-20 16:09:33,2022-06-20 16:09:33,0.004s,PASSED
,,,,,,,
Test Cases/testing/Enter Phone Number,,,,2022-06-20 16:09:34,2022-06-20 16:09:35,0.363s,FAILED
"if (waitForElementPresent(Back, 30))",,,,2022-06-20 16:09:35,2022-06-20 16:09:35,0.003s,PASSED
,,,,,,,
Test Cases/testing/OTP,,,,2022-06-20 16:09:35,2022-06-20 16:09:35,0.129s,FAILED
"if (waitForElementPresent(logo, 30))",,,,2022-06-20 16:09:35,2022-06-20 16:09:35,0.002s,PASSED
,,,,,,,
Test Cases/testing/Welcome OnBoarding,,,,2022-06-20 16:09:37,2022-06-20 16:09:38,0.537s,FAILED
"if (waitForElementPresent(logo, 30))",,,,2022-06-20 16:09:38,2022-06-20 16:09:38,0.003s,PASSED
