Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
Smoke,,,,2022-11-30 14:01:38,2022-11-30 14:02:21,43.010s,ERROR
,,,,,,,
Test Cases/Smoke/TC_002 Onboard,,,,2022-11-30 14:01:38,2022-11-30 14:02:10,31.456s,ERROR
"startExistingApplication(""com.spotlove.releaseproduction"", STOP_ON_FAILURE)",,,,2022-11-30 14:01:39,2022-11-30 14:01:53,13.885s,PASSED
"callTestCase(findTestCase(""Test Cases/Smoke/LookUp For Onboard/Tap on I agree button""), null, STOP_ON_FAILURE)",,,,2022-11-30 14:01:53,2022-11-30 14:01:56,3.671s,PASSED
"callTestCase(findTestCase(""Test Cases/Smoke/LookUp For Onboard/Tap continue btn on source screen""), null, STOP_ON_FAILURE)",,,,2022-11-30 14:01:56,2022-11-30 14:01:58,1.710s,PASSED
"callTestCase(findTestCase(""Test Cases/Smoke/LookUp For Onboard/Enter First Name and continue""), [""FName"":FName], STOP_ON_FAILURE)",,,,2022-11-30 14:01:58,2022-11-30 14:02:09,11.450s,PASSED
"callTestCase(findTestCase(""Test Cases/Smoke/LookUp For Onboard/Tap Continue button on birth screen""), null, STOP_ON_FAILURE)",,,,2022-11-30 14:02:09,2022-11-30 14:02:10,0.286s,ERROR
,,,,,,,
Test Cases/Smoke/TC_003 Home,,,,2022-11-30 14:02:10,2022-11-30 14:02:21,11.150s,PASSED
"callTestCase(findTestCase(""Test Cases/Smoke/LookUps For Home/Home Flow""), null, STOP_ON_FAILURE)",,,,2022-11-30 14:02:10,2022-11-30 14:02:21,10.714s,PASSED
"markPassed(""Passed! Home Flow is verified Successfully.....!"")",,,,2022-11-30 14:02:21,2022-11-30 14:02:21,0.000s,PASSED
"callTestCase(findTestCase(""Test Cases/Smoke/LookUps For Home/Explore Tab Verification""), null, STOP_ON_FAILURE)",,,,2022-11-30 14:02:21,2022-11-30 14:02:21,0.236s,PASSED
"markPassed(""Passed! Explore Tab is verified Successfully.....!"")",,,,2022-11-30 14:02:21,2022-11-30 14:02:21,0.000s,PASSED
