Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
SpotLove Sanity,,,,2022-06-16 14:07:24,2022-06-16 14:07:30,5.770s,FAILED
,,,,,,,
Test Cases/testing/intro 1,,,,2022-06-16 14:07:26,2022-06-16 14:07:26,0.276s,FAILED
"startExistingApplication(""com.spotlove.releaseproduction"", STOP_ON_FAILURE)",,,,2022-06-16 14:07:26,2022-06-16 14:07:26,0.006s,FAILED
,,,,,,,
Test Cases/testing/intro 2,,,,2022-06-16 14:07:27,2022-06-16 14:07:27,0.212s,FAILED
"if (waitForElementPresent(hearticon, 30))",,,,2022-06-16 14:07:27,2022-06-16 14:07:27,0.002s,PASSED
,,,,,,,
Test Cases/testing/intro 3,,,,2022-06-16 14:07:28,2022-06-16 14:07:28,0.216s,FAILED
"if (waitForElementPresent(hearticon, 30))",,,,2022-06-16 14:07:28,2022-06-16 14:07:28,0.002s,PASSED
,,,,,,,
Test Cases/testing/Use Phone Number screen,,,,2022-06-16 14:07:29,2022-06-16 14:07:29,0.109s,FAILED
"if (waitForElementPresent(logo, 30))",,,,2022-06-16 14:07:29,2022-06-16 14:07:29,0.003s,PASSED
,,,,,,,
Test Cases/testing/Enter Phone Number,,,,2022-06-16 14:07:29,2022-06-16 14:07:30,0.075s,FAILED
"if (waitForElementPresent(Back, 30))",,,,2022-06-16 14:07:30,2022-06-16 14:07:30,0.003s,PASSED
