Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
Smoke,,,,2022-12-05 15:16:32,2022-12-05 15:19:19,2m - 46.839s,ERROR
,,,,,,,
Test Cases/Smoke/TC_001,,,,2022-12-05 15:16:32,2022-12-05 15:17:09,36.451s,PASSED
Start listener action : sampleBeforeTestCase,,,,2022-12-05 15:16:33,2022-12-05 15:16:33,0.008s,PASSED
"startExistingApplication(""com.spotlove.releaseproduction"", STOP_ON_FAILURE)",,,,2022-12-05 15:16:33,2022-12-05 15:16:48,15.303s,PASSED
"check_image = findTestObject(""Object Repository/Smoke/Verify Login Sign Up/Intro screen image"")",,,,2022-12-05 15:16:48,2022-12-05 15:16:48,0.041s,PASSED
"if (waitForElementPresent(check_image, 10))",,,,2022-12-05 15:16:48,2022-12-05 15:16:59,10.380s,PASSED
else,,,,2022-12-05 15:16:59,2022-12-05 15:17:09,10.332s,PASSED
Start listener action : sampleAfterTestCase,,,,2022-12-05 15:17:09,2022-12-05 15:17:09,0.002s,PASSED
,,,,,,,
Test Cases/Smoke/TC_002 Onboard,,,,2022-12-05 15:17:09,2022-12-05 15:19:19,2m - 9.996s,ERROR
Start listener action : sampleBeforeTestCase,,,,2022-12-05 15:17:09,2022-12-05 15:17:09,0.002s,PASSED
"callTestCase(findTestCase(""Test Cases/Smoke/LookUp For Onboard/Tap on I agree button""), null, STOP_ON_FAILURE)",,,,2022-12-05 15:17:09,2022-12-05 15:17:10,0.733s,PASSED
"callTestCase(findTestCase(""Test Cases/Smoke/LookUp For Onboard/Tap continue btn on source screen""), null, STOP_ON_FAILURE)",,,,2022-12-05 15:17:10,2022-12-05 15:17:12,1.559s,PASSED
"callTestCase(findTestCase(""Test Cases/Smoke/LookUp For Onboard/Enter First Name and continue""), [""FName"":FName], STOP_ON_FAILURE)",,,,2022-12-05 15:17:12,2022-12-05 15:17:15,2.853s,PASSED
"callTestCase(findTestCase(""Test Cases/Smoke/LookUp For Onboard/Tap Continue button on birth screen""), null, STOP_ON_FAILURE)",,,,2022-12-05 15:17:15,2022-12-05 15:17:23,8.780s,PASSED
"callTestCase(findTestCase(""Test Cases/Smoke/LookUp For Onboard/Tap Continue on Gender Screen""), [""Gender"":Gender], STOP_ON_FAILURE)",,,,2022-12-05 15:17:23,2022-12-05 15:17:26,2.879s,PASSED
"callTestCase(findTestCase(""Test Cases/Smoke/LookUp For Onboard/Tap continue on Into Screen""), [""Into"":Into], STOP_ON_FAILURE)",,,,2022-12-05 15:17:26,2022-12-05 15:17:29,2.820s,PASSED
"callTestCase(findTestCase(""Test Cases/Smoke/LookUp For Onboard/Tap to continue btn n Height screen""), null, STOP_ON_FAILURE)",,,,2022-12-05 15:17:29,2022-12-05 15:17:31,2.201s,PASSED
"callTestCase(findTestCase(""Test Cases/Smoke/LookUp For Onboard/Tap to Continue on Ethnicity Screen""), [""Ethnicity"":Ethnicity], STOP_ON_FAILURE)",,,,2022-12-05 15:17:31,2022-12-05 15:17:34,2.823s,PASSED
"callTestCase(findTestCase(""Test Cases/Smoke/LookUp For Onboard/Tap to continue on Religion Screen""), [""Religion"":Religion], STOP_ON_FAILURE)",,,,2022-12-05 15:17:34,2022-12-05 15:17:37,2.697s,PASSED
"callTestCase(findTestCase(""Test Cases/Smoke/LookUp For Onboard/Tap to continue on Relationship Screen""), [""Relationship"":Relationship], STOP_ON_FAILURE)",,,,2022-12-05 15:17:37,2022-12-05 15:17:40,3.357s,PASSED
"callTestCase(findTestCase(""Test Cases/Smoke/LookUp For Onboard/Tap to Continue on Family Plan""), [""Children"":Children, ""Plan"":Plan], STOP_ON_FAILURE)",,,,2022-12-05 15:17:40,2022-12-05 15:17:44,3.719s,PASSED
"callTestCase(findTestCase(""Test Cases/Smoke/LookUp For Onboard/Tap to Continue on Education Screen""), [""Education"":Education], STOP_ON_FAILURE)",,,,2022-12-05 15:17:44,2022-12-05 15:17:47,2.868s,PASSED
"callTestCase(findTestCase(""Test Cases/Smoke/LookUp For Onboard/Tap to continue on Vices Screen""), [""Smoking"":Smoking, ""Marijuana"":Marijuana, ""Alcohol"":Alcohol], STOP_ON_FAILURE)",,,,2022-12-05 15:17:47,2022-12-05 15:17:55,8.664s,PASSED
"callTestCase(findTestCase(""Test Cases/Smoke/LookUp For Onboard/Tap to continue on Politics Screen""), [""Political"":Political], STOP_ON_FAILURE)",,,,2022-12-05 15:17:55,2022-12-05 15:18:00,4.802s,PASSED
"callTestCase(findTestCase(""Test Cases/Smoke/LookUp For Onboard/Upload Profile Picture And tap Continue""), null, STOP_ON_FAILURE)",,,,2022-12-05 15:18:00,2022-12-05 15:18:48,48.145s,PASSED
"callTestCase(findTestCase(""Test Cases/Smoke/LookUp For Onboard/Tap to Continue on One-liner Screen""), [""One_liner"":One_liner], STOP_ON_FAILURE)",,,,2022-12-05 15:18:48,2022-12-05 15:19:19,30.673s,ERROR
Start listener action : sampleAfterTestCase,,,,2022-12-05 15:19:19,2022-12-05 15:19:19,0.001s,PASSED
