Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
Smoke,,,,2022-11-25 15:26:25,2022-11-25 15:27:51,1m - 25.566s,FAILED
,,,,,,,
Test Cases/Smoke/TC_001,,,,2022-11-25 15:26:26,2022-11-25 15:27:29,1m - 2.343s,FAILED
"startExistingApplication(""com.spotlove.releaseproduction"", STOP_ON_FAILURE)",,,,2022-11-25 15:26:27,2022-11-25 15:26:45,17.666s,PASSED
"callTestCase(findTestCase(""Test Cases/Smoke/LookUps For Sign IN UP/Screen1_Intro Screens""), null, STOP_ON_FAILURE)",,,,2022-11-25 15:26:45,2022-11-25 15:26:52,7.717s,PASSED
"callTestCase(findTestCase(""Test Cases/Smoke/LookUps For Sign IN UP/Screen2_Welcome Screen""), null, STOP_ON_FAILURE)",,,,2022-11-25 15:26:52,2022-11-25 15:26:54,1.293s,PASSED
"callTestCase(findTestCase(""Test Cases/Smoke/LookUps For Sign IN UP/Screen3_Phone Number (Enter number)""), [""CName"":CName, ""PNumber"":PNumber], STOP_ON_FAILURE)",,,,2022-11-25 15:26:54,2022-11-25 15:27:11,17.560s,PASSED
"callTestCase(findTestCase(""Test Cases/Smoke/LookUps For Sign IN UP/Screen4_OTP""), null, STOP_ON_FAILURE)",,,,2022-11-25 15:27:11,2022-11-25 15:27:29,17.399s,FAILED
,,,,,,,
Test Cases/Smoke/TC_002 Onboard,,,,2022-11-25 15:27:29,2022-11-25 15:27:36,7.621s,FAILED
"callTestCase(findTestCase(""Test Cases/Smoke/LookUp For Onboard/Tap on I agree button""), null, STOP_ON_FAILURE)",,,,2022-11-25 15:27:29,2022-11-25 15:27:36,7.257s,FAILED
,,,,,,,
Test Cases/Smoke/TC_002 Onboard,,,,2022-11-25 15:27:36,2022-11-25 15:27:44,7.134s,FAILED
"callTestCase(findTestCase(""Test Cases/Smoke/LookUp For Onboard/Tap on I agree button""), null, STOP_ON_FAILURE)",,,,2022-11-25 15:27:36,2022-11-25 15:27:44,7.108s,FAILED
,,,,,,,
Test Cases/Smoke/TC_002 Onboard,,,,2022-11-25 15:27:44,2022-11-25 15:27:51,7.106s,FAILED
"callTestCase(findTestCase(""Test Cases/Smoke/LookUp For Onboard/Tap on I agree button""), null, STOP_ON_FAILURE)",,,,2022-11-25 15:27:44,2022-11-25 15:27:51,7.062s,FAILED
