Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
SpotLove Sanity,,,,2022-06-20 12:29:59,2022-06-20 12:30:07,8.411s,FAILED
,,,,,,,
Test Cases/testing/intro 1,,,,2022-06-20 12:30:02,2022-06-20 12:30:02,0.317s,FAILED
"startExistingApplication(""com.spotlove.releaseproduction"", STOP_ON_FAILURE)",,,,2022-06-20 12:30:02,2022-06-20 12:30:02,0.007s,FAILED
,,,,,,,
Test Cases/testing/intro 2,,,,2022-06-20 12:30:03,2022-06-20 12:30:03,0.208s,FAILED
"if (waitForElementPresent(hearticon, 30))",,,,2022-06-20 12:30:03,2022-06-20 12:30:03,0.002s,PASSED
,,,,,,,
Test Cases/testing/intro 3,,,,2022-06-20 12:30:04,2022-06-20 12:30:04,0.270s,FAILED
"if (waitForElementPresent(hearticon, 30))",,,,2022-06-20 12:30:04,2022-06-20 12:30:04,0.002s,PASSED
,,,,,,,
Test Cases/testing/Use Phone Number screen,,,,2022-06-20 12:30:05,2022-06-20 12:30:05,0.164s,FAILED
"if (waitForElementPresent(logo, 30))",,,,2022-06-20 12:30:05,2022-06-20 12:30:05,0.003s,PASSED
,,,,,,,
Test Cases/testing/Enter Phone Number,,,,2022-06-20 12:30:06,2022-06-20 12:30:07,0.312s,FAILED
"if (waitForElementPresent(Back, 30))",,,,2022-06-20 12:30:07,2022-06-20 12:30:07,0.003s,PASSED
,,,,,,,
Test Cases/testing/OTP,,,,2022-06-20 12:30:07,2022-06-20 12:30:07,0.175s,FAILED
"if (waitForElementPresent(logo, 30))",,,,2022-06-20 12:30:07,2022-06-20 12:30:07,0.002s,PASSED
