Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
Smoke,,,,2022-11-25 17:29:18,2022-11-25 17:29:59,40.634s,FAILED
,,,,,,,
Test Cases/Smoke/TC_001,,,,2022-11-25 17:29:18,2022-11-25 17:29:40,21.483s,FAILED
"startExistingApplication(""com.spotlove.releaseproduction"", STOP_ON_FAILURE)",,,,2022-11-25 17:29:19,2022-11-25 17:29:33,14.661s,PASSED
"callTestCase(findTestCase(""Test Cases/Smoke/LookUps For Sign IN UP/Screen1_Intro Screens""), null, STOP_ON_FAILURE)",,,,2022-11-25 17:29:33,2022-11-25 17:29:40,6.532s,FAILED
,,,,,,,
Test Cases/Smoke/TC_002 Onboard,,,,2022-11-25 17:29:40,2022-11-25 17:29:47,6.548s,FAILED
"callTestCase(findTestCase(""Test Cases/Smoke/LookUp For Onboard/Tap on I agree button""), null, STOP_ON_FAILURE)",,,,2022-11-25 17:29:40,2022-11-25 17:29:47,6.211s,FAILED
,,,,,,,
Test Cases/Smoke/TC_002 Onboard,,,,2022-11-25 17:29:47,2022-11-25 17:29:53,5.954s,FAILED
"callTestCase(findTestCase(""Test Cases/Smoke/LookUp For Onboard/Tap on I agree button""), null, STOP_ON_FAILURE)",,,,2022-11-25 17:29:47,2022-11-25 17:29:53,5.935s,FAILED
,,,,,,,
Test Cases/Smoke/TC_002 Onboard,,,,2022-11-25 17:29:53,2022-11-25 17:29:59,6.014s,FAILED
"callTestCase(findTestCase(""Test Cases/Smoke/LookUp For Onboard/Tap on I agree button""), null, STOP_ON_FAILURE)",,,,2022-11-25 17:29:53,2022-11-25 17:29:59,5.999s,FAILED
