Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
SpotLove Sanity,,,,2022-06-16 13:59:24,2022-06-16 14:01:41,2m - 16.677s,FAILED
,,,,,,,
Test Cases/testing/intro 1,,,,2022-06-16 14:00:11,2022-06-16 14:00:31,19.126s,PASSED
"startExistingApplication(""com.spotlove.releaseproduction"", STOP_ON_FAILURE)",,,,2022-06-16 14:00:12,2022-06-16 14:00:22,10.744s,PASSED
"if (waitForElementPresent(hearticon, 30))",,,,2022-06-16 14:00:22,2022-06-16 14:00:31,8.155s,PASSED
,,,,,,,
Test Cases/testing/intro 2,,,,2022-06-16 14:00:31,2022-06-16 14:00:33,2.113s,PASSED
"if (waitForElementPresent(hearticon, 30))",,,,2022-06-16 14:00:31,2022-06-16 14:00:33,1.651s,PASSED
,,,,,,,
Test Cases/testing/intro 3,,,,2022-06-16 14:00:33,2022-06-16 14:00:35,2.147s,PASSED
"if (waitForElementPresent(hearticon, 30))",,,,2022-06-16 14:00:33,2022-06-16 14:00:35,1.730s,PASSED
,,,,,,,
Test Cases/testing/Use Phone Number screen,,,,2022-06-16 14:00:35,2022-06-16 14:00:36,1.698s,PASSED
"if (waitForElementPresent(logo, 30))",,,,2022-06-16 14:00:35,2022-06-16 14:00:36,1.419s,PASSED
,,,,,,,
Test Cases/testing/Enter Phone Number,,,,2022-06-16 14:01:11,2022-06-16 14:01:41,30.107s,FAILED
"if (waitForElementPresent(Back, 30))",,,,2022-06-16 14:01:11,2022-06-16 14:01:41,30.064s,PASSED
else,,,,2022-06-16 14:01:41,2022-06-16 14:01:41,0.001s,FAILED
