Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
SpotLove Sanity,,,,2022-06-15 16:52:55,2022-06-15 16:53:21,26.708s,PASSED
,,,,,,,
Test Cases/testing/intro 1,,,,2022-06-15 16:52:55,2022-06-15 16:53:17,21.925s,PASSED
"startExistingApplication(""com.spotlove.releaseproduction"", STOP_ON_FAILURE)",,,,2022-06-15 16:52:56,2022-06-15 16:53:10,14.407s,PASSED
"if (waitForElementPresent(hearticon, 30))",,,,2022-06-15 16:53:10,2022-06-15 16:53:17,6.831s,PASSED
,,,,,,,
Test Cases/testing/intro 2,,,,2022-06-15 16:53:17,2022-06-15 16:53:19,2.125s,PASSED
"if (waitForElementPresent(hearticon, 30))",,,,2022-06-15 16:53:17,2022-06-15 16:53:19,1.623s,PASSED
,,,,,,,
Test Cases/testing/intro 3,,,,2022-06-15 16:53:19,2022-06-15 16:53:21,2.368s,PASSED
"if (waitForElementPresent(hearticon, 30))",,,,2022-06-15 16:53:19,2022-06-15 16:53:21,1.963s,PASSED
