Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
SpotLove Sanity,,,,2022-06-16 15:42:48,2022-06-16 15:43:22,33.116s,PASSED
,,,,,,,
Test Cases/testing/intro 1,,,,2022-06-16 15:42:49,2022-06-16 15:43:13,24.560s,PASSED
"startExistingApplication(""com.spotlove.releaseproduction"", STOP_ON_FAILURE)",,,,2022-06-16 15:42:50,2022-06-16 15:43:05,14.987s,PASSED
"if (waitForElementPresent(hearticon, 30))",,,,2022-06-16 15:43:05,2022-06-16 15:43:13,8.565s,PASSED
,,,,,,,
Test Cases/testing/intro 2,,,,2022-06-16 15:43:13,2022-06-16 15:43:16,2.159s,PASSED
"if (waitForElementPresent(hearticon, 30))",,,,2022-06-16 15:43:14,2022-06-16 15:43:16,1.667s,PASSED
,,,,,,,
Test Cases/testing/intro 3,,,,2022-06-16 15:43:16,2022-06-16 15:43:18,2.231s,PASSED
"if (waitForElementPresent(hearticon, 30))",,,,2022-06-16 15:43:16,2022-06-16 15:43:18,1.831s,PASSED
,,,,,,,
Test Cases/testing/Use Phone Number screen,,,,2022-06-16 15:43:18,2022-06-16 15:43:20,1.733s,PASSED
"if (waitForElementPresent(logo, 30))",,,,2022-06-16 15:43:18,2022-06-16 15:43:20,1.460s,PASSED
,,,,,,,
Test Cases/testing/Enter Phone Number,,,,2022-06-16 15:43:20,2022-06-16 15:43:22,1.963s,PASSED
"if (waitForElementPresent(Back, 30))",,,,2022-06-16 15:43:20,2022-06-16 15:43:22,1.561s,PASSED
