Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
SpotLove Sanity,,,,2022-06-17 15:21:09,2022-06-17 15:21:45,35.711s,PASSED
,,,,,,,
Test Cases/testing/intro 1,,,,2022-06-17 15:21:09,2022-06-17 15:21:33,24.106s,PASSED
"startExistingApplication(""com.spotlove.releaseproduction"", STOP_ON_FAILURE)",,,,2022-06-17 15:21:10,2022-06-17 15:21:25,14.576s,PASSED
"if (waitForElementPresent(hearticon, 30))",,,,2022-06-17 15:21:25,2022-06-17 15:21:33,8.800s,PASSED
,,,,,,,
Test Cases/testing/intro 2,,,,2022-06-17 15:21:33,2022-06-17 15:21:36,2.264s,PASSED
"if (waitForElementPresent(hearticon, 30))",,,,2022-06-17 15:21:34,2022-06-17 15:21:36,1.670s,PASSED
,,,,,,,
Test Cases/testing/intro 3,,,,2022-06-17 15:21:36,2022-06-17 15:21:38,2.281s,PASSED
"if (waitForElementPresent(hearticon, 30))",,,,2022-06-17 15:21:36,2022-06-17 15:21:38,1.717s,PASSED
,,,,,,,
Test Cases/testing/Use Phone Number screen,,,,2022-06-17 15:21:38,2022-06-17 15:21:40,1.833s,PASSED
"if (waitForElementPresent(logo, 30))",,,,2022-06-17 15:21:38,2022-06-17 15:21:40,1.533s,PASSED
,,,,,,,
Test Cases/testing/Enter Phone Number,,,,2022-06-17 15:21:40,2022-06-17 15:21:45,4.927s,PASSED
"if (waitForElementPresent(Back, 30))",,,,2022-06-17 15:21:40,2022-06-17 15:21:45,4.522s,PASSED
