Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
SpotLove Sanity,,,,2022-06-20 12:30:11,2022-06-20 12:30:55,43.533s,ERROR
,,,,,,,
Test Cases/testing/intro 1,,,,2022-06-20 12:30:12,2022-06-20 12:30:36,24.007s,PASSED
"startExistingApplication(""com.spotlove.releaseproduction"", STOP_ON_FAILURE)",,,,2022-06-20 12:30:12,2022-06-20 12:30:27,14.837s,PASSED
"if (waitForElementPresent(hearticon, 30))",,,,2022-06-20 12:30:27,2022-06-20 12:30:36,8.450s,PASSED
,,,,,,,
Test Cases/testing/intro 2,,,,2022-06-20 12:30:36,2022-06-20 12:30:38,2.198s,PASSED
"if (waitForElementPresent(hearticon, 30))",,,,2022-06-20 12:30:36,2022-06-20 12:30:38,1.643s,PASSED
,,,,,,,
Test Cases/testing/intro 3,,,,2022-06-20 12:30:38,2022-06-20 12:30:40,2.223s,PASSED
"if (waitForElementPresent(hearticon, 30))",,,,2022-06-20 12:30:39,2022-06-20 12:30:40,1.675s,PASSED
,,,,,,,
Test Cases/testing/Use Phone Number screen,,,,2022-06-20 12:30:40,2022-06-20 12:30:42,1.864s,PASSED
"if (waitForElementPresent(logo, 30))",,,,2022-06-20 12:30:40,2022-06-20 12:30:42,1.581s,PASSED
,,,,,,,
Test Cases/testing/Enter Phone Number,,,,2022-06-20 12:30:42,2022-06-20 12:30:53,11.260s,PASSED
"if (waitForElementPresent(Back, 30))",,,,2022-06-20 12:30:43,2022-06-20 12:30:53,10.666s,PASSED
,,,,,,,
Test Cases/testing/OTP,,,,2022-06-20 12:30:55,2022-06-20 12:30:55,0.293s,ERROR
"if (waitForElementPresent(logo, 30))",,,,2022-06-20 12:30:55,2022-06-20 12:30:55,0.148s,PASSED
